"Time","BPS-AOT","BPS-JIT","EPS-AOT","EPS-JIT","FUS-AOT","FUS-JIT","SRS-AOT","SRS-JIT"
2024-04-29 18:22:55,,,,,,3.33 ms,,
2024-04-29 18:22:56,,,,,,2.36 ms,,
2024-04-29 18:22:57,,,,,,3.28 ms,,
2024-04-29 18:22:58,,,,,,2.06 ms,,
2024-04-29 18:22:59,,,,,,2.52 ms,,
2024-04-29 18:23:00,,,,,,2.33 ms,,
2024-04-29 18:23:01,,,,,,1.74 ms,,
2024-04-29 18:23:02,,,,,,2.18 ms,,
2024-04-29 18:23:03,,,,,,1.98 ms,,
2024-04-29 18:23:04,,,,,,1.86 ms,,
2024-04-29 18:23:05,,,,,,1.47 ms,,
2024-04-29 18:23:06,,,,,,1.32 ms,,
2024-04-29 18:23:07,,,,,,2.56 ms,,
2024-04-29 18:23:08,,,,,,1.73 ms,,
2024-04-29 18:23:09,,,,,,2.22 ms,,
2024-04-29 18:23:10,,,,,,,,
2024-04-29 18:23:11,,,,,,,,
2024-04-29 18:23:12,,,,,,,,
2024-04-29 18:23:13,,,,,2.18 ms,,,
2024-04-29 18:23:14,,,,,1.80 ms,,,
2024-04-29 18:23:15,,,,,2.42 ms,,,
2024-04-29 18:23:16,,,,,1.40 ms,,,
2024-04-29 18:23:17,,,,,2.18 ms,,,
2024-04-29 18:23:18,,,,,2.41 ms,,,
2024-04-29 18:23:19,,,,,1.81 ms,,,
2024-04-29 18:23:20,,,,,2.47 ms,,,
2024-04-29 18:23:21,,,,,1.51 ms,,,
2024-04-29 18:23:22,,,,,1.88 ms,,,
2024-04-29 18:23:23,,,,,1.56 ms,,,
2024-04-29 18:23:24,,,,,0.968 ms,,,
2024-04-29 18:23:25,,,,,2.38 ms,,,
2024-04-29 18:23:26,,,,,1.57 ms,,,
2024-04-29 18:23:27,,,,,1.16 ms,,,
2024-04-29 18:23:28,,,,,2.18 ms,,,
2024-04-29 18:23:29,,,,,1.80 ms,,,
2024-04-29 18:23:30,,,,,2.59 ms,,,
2024-04-29 18:23:31,,,,,1.89 ms,,,
2024-04-29 18:23:32,,,,,1.30 ms,,,
2024-04-29 18:23:33,,,,,1.27 ms,,,
2024-04-29 18:23:34,,,,,,,,
2024-04-29 18:23:35,,,,,,,,
2024-04-29 18:23:36,,,,,,,,
2024-04-29 18:23:37,,,,,,,,
2024-04-29 18:23:38,,,,4.06 ms,,,,
2024-04-29 18:23:39,,,,6.05 ms,,,,
2024-04-29 18:23:40,,,,4.04 ms,,,,
2024-04-29 18:23:41,,,,4.89 ms,,,,
2024-04-29 18:23:42,,,,24.7 ms,,,,
2024-04-29 18:23:43,,,,3.82 ms,,,,
2024-04-29 18:23:44,,,,2.33 ms,,,,
2024-04-29 18:23:45,,,,3.07 ms,,,,
2024-04-29 18:23:46,,,,2.88 ms,,,,
2024-04-29 18:23:47,,,,5.05 ms,,,,
2024-04-29 18:23:48,,,,3.14 ms,,,,
2024-04-29 18:23:49,,,,2.92 ms,,,,
2024-04-29 18:23:50,,,,3.55 ms,,,,
2024-04-29 18:23:51,,,,1.97 ms,,,,
2024-04-29 18:23:52,,,,3.61 ms,,,,
2024-04-29 18:23:53,,,,2.77 ms,,,,
2024-04-29 18:23:54,,,,2.24 ms,,,,
2024-04-29 18:23:55,,,,3.07 ms,,,,
2024-04-29 18:23:56,,,,3.36 ms,,,,
2024-04-29 18:23:57,,,,3.09 ms,,,,
2024-04-29 18:23:58,,,,,,,,
2024-04-29 18:23:59,,,,,,,,
2024-04-29 18:24:00,,,,,,,,
2024-04-29 18:24:01,,,4.26 ms,,,,,
2024-04-29 18:24:02,,,1.58 ms,,,,,
2024-04-29 18:24:03,,,3.10 ms,,,,,
2024-04-29 18:24:04,,,2.31 ms,,,,,
2024-04-29 18:24:05,,,2.54 ms,,,,,
2024-04-29 18:24:06,,,3.01 ms,,,,,
2024-04-29 18:24:07,,,7.98 ms,,,,,
2024-04-29 18:24:08,,,2.49 ms,,,,,
2024-04-29 18:24:09,,,2.40 ms,,,,,
2024-04-29 18:24:10,,,2.27 ms,,,,,
2024-04-29 18:24:11,,,1.75 ms,,,,,
2024-04-29 18:24:12,,,2.50 ms,,,,,
2024-04-29 18:24:13,,,2.21 ms,,,,,
2024-04-29 18:24:14,,,2.89 ms,,,,,
2024-04-29 18:24:15,,,2.01 ms,,,,,
2024-04-29 18:24:16,,,1.11 ms,,,,,
2024-04-29 18:24:17,,,2.36 ms,,,,,
2024-04-29 18:24:18,,,2.30 ms,,,,,
2024-04-29 18:24:19,,,2.37 ms,,,,,
2024-04-29 18:24:20,,,1.93 ms,,,,,
2024-04-29 18:24:21,,,2.07 ms,,,,,
2024-04-29 18:24:22,,,,,,,,
2024-04-29 18:24:23,,,,,,,,
2024-04-29 18:24:24,,4.69 ms,,,,,,
2024-04-29 18:24:25,,2.50 ms,,,,,,
2024-04-29 18:24:26,,3.13 ms,,,,,,
2024-04-29 18:24:27,,3.68 ms,,,,,,
2024-04-29 18:24:28,,2.91 ms,,,,,,
2024-04-29 18:24:29,,7.31 ms,,,,,,
2024-04-29 18:24:30,,3.74 ms,,,,,,
2024-04-29 18:24:31,,2.61 ms,,,,,,
2024-04-29 18:24:32,,2.55 ms,,,,,,
2024-04-29 18:24:33,,2.36 ms,,,,,,
2024-04-29 18:24:34,,3.32 ms,,,,,,
2024-04-29 18:24:35,,2.15 ms,,,,,,
2024-04-29 18:24:36,,2.08 ms,,,,,,
2024-04-29 18:24:37,,9.96 ms,,,,,,
2024-04-29 18:24:38,,3.15 ms,,,,,,
2024-04-29 18:24:39,,2.44 ms,,,,,,
2024-04-29 18:24:40,,2.21 ms,,,,,,
2024-04-29 18:24:41,,2.25 ms,,,,,,
2024-04-29 18:24:42,,2.32 ms,,,,,,
2024-04-29 18:24:43,,2.10 ms,,,,,,
2024-04-29 18:24:44,,1.96 ms,,,,,,
2024-04-29 18:24:45,,,,,,,,
2024-04-29 18:24:46,,,,,,,,
2024-04-29 18:24:47,1.04 ms,,,,,,,
2024-04-29 18:24:48,3.29 ms,,,,,,,
2024-04-29 18:24:49,2.09 ms,,,,,,,
2024-04-29 18:24:50,2.33 ms,,,,,,,
2024-04-29 18:24:51,1.72 ms,,,,,,,
2024-04-29 18:24:52,2.16 ms,,,,,,,
2024-04-29 18:24:53,1.74 ms,,,,,,,
2024-04-29 18:24:54,1.86 ms,,,,,,,
2024-04-29 18:24:55,2.35 ms,,,,,,,
2024-04-29 18:24:56,1.73 ms,,,,,,,
2024-04-29 18:24:57,3.98 ms,,,,,,,
2024-04-29 18:24:58,1.46 ms,,,,,,,
2024-04-29 18:24:59,1.22 ms,,,,,,,
2024-04-29 18:25:00,1.31 ms,,,,,,,
2024-04-29 18:25:01,1.36 ms,,,,,,,
2024-04-29 18:25:02,2.28 ms,,,,,,,
2024-04-29 18:25:03,1.09 ms,,,,,,,
2024-04-29 18:25:04,2.04 ms,,,,,,,
2024-04-29 18:25:05,3.38 ms,,,,,,,
2024-04-29 18:25:06,1.05 ms,,,,,,,
2024-04-29 18:25:07,2.57 ms,,,,,,,
2024-04-29 18:25:08,,,,,,,,
2024-04-29 18:25:09,,,,,,,,
2024-04-29 18:25:10,,,,,,,,
2024-04-29 18:25:11,,,,,,,,
2024-04-29 18:25:12,,,,,,,,
2024-04-29 18:25:13,,,,,,,,
2024-04-29 18:25:14,,,,,,,,
2024-04-29 18:25:15,,,,,,,,
2024-04-29 18:25:16,,,,,,,,
2024-04-29 18:25:17,,,,,,,,
2024-04-29 18:25:18,,,,,,,,
2024-04-29 18:25:19,,,,,,,,
2024-04-29 18:25:20,,,,,,,,
2024-04-29 18:25:21,,,,,,,,
2024-04-29 18:25:22,,,,,,,,
2024-04-29 18:25:23,,,,,,,,
2024-04-29 18:25:24,,,,,,,,
2024-04-29 18:25:25,,,,,,,,
2024-04-29 18:25:26,,,,,,,,
2024-04-29 18:25:27,,,,,,,,
2024-04-29 18:25:28,,,,,,,,
2024-04-29 18:25:29,,,,,,,,
2024-04-29 18:25:30,,,,,,,,
2024-04-29 18:25:31,,,,,,,,
2024-04-29 18:25:32,,,,,,,,
2024-04-29 18:25:33,,,,,,,,
2024-04-29 18:25:34,,,,,,,,
2024-04-29 18:25:35,,,,,,,,
2024-04-29 18:25:36,,,,,,,,
2024-04-29 18:25:37,,,,,,,,
2024-04-29 18:25:38,,,,,,,,
2024-04-29 18:25:39,,,,,,,,
2024-04-29 18:25:40,,,,,,,,
2024-04-29 18:25:41,,,,,,,,
2024-04-29 18:25:42,,,,,,,,
2024-04-29 18:25:43,,,,,,,,
2024-04-29 18:25:44,,,,,,,,
2024-04-29 18:25:45,,,,,,,,
2024-04-29 18:25:46,,,,,,,,
2024-04-29 18:25:47,,,,,,,,
2024-04-29 18:25:48,,,,,,,,
2024-04-29 18:25:49,,,,,,,,
2024-04-29 18:25:50,,,,,,,,
2024-04-29 18:25:51,,,,,,,,
2024-04-29 18:25:52,,,,,,,,
2024-04-29 18:25:53,,,,,,,,
2024-04-29 18:25:54,,,,,,,,
2024-04-29 18:25:55,,,,,,,,
2024-04-29 18:25:56,,,,,,,,
2024-04-29 18:25:57,,,,,,,,
2024-04-29 18:25:58,,,,,,,,
2024-04-29 18:25:59,,,,,,,,
2024-04-29 18:26:00,,,,,,,,
2024-04-29 18:26:01,,,,,,,,
2024-04-29 18:26:02,,,,,,,,
2024-04-29 18:26:03,,,,,,,,
2024-04-29 18:26:04,,,,,,,,
2024-04-29 18:26:05,,,,,,,,
2024-04-29 18:26:06,,,,,,,,
2024-04-29 18:26:07,,,,,,,,
2024-04-29 18:26:08,,,,,,,,
2024-04-29 18:26:09,,,,,,,,
2024-04-29 18:26:10,,,,,,,,
2024-04-29 18:26:11,,,,,,,,
2024-04-29 18:26:12,,,,,,,,
2024-04-29 18:26:13,,,,,,,,
2024-04-29 18:26:14,,,,,,,,
2024-04-29 18:26:15,,,,,,,,
2024-04-29 18:26:16,,,,,,,,
2024-04-29 18:26:17,,,,,,,,
2024-04-29 18:26:18,,,,,,,,
2024-04-29 18:26:19,,,,,,,,
2024-04-29 18:26:20,,,,,,,,
2024-04-29 18:26:21,,,,,,,,
2024-04-29 18:26:22,,,,,,,,
2024-04-29 18:26:23,,,,,,,,
2024-04-29 18:26:24,,,,,,,,
2024-04-29 18:26:25,,,,,,,,
2024-04-29 18:26:26,,,,,,,,
2024-04-29 18:26:27,,,,,,,,
2024-04-29 18:26:28,,,,,,,,
2024-04-29 18:26:29,,,,,,,,
2024-04-29 18:26:30,,,,,,,,
2024-04-29 18:26:31,,,,,,,,
2024-04-29 18:26:32,,,,,,,,
2024-04-29 18:26:33,,,,,,,,
2024-04-29 18:26:34,,,,,,,,
2024-04-29 18:26:35,,,,,,,,
2024-04-29 18:26:36,,,,,,,,
2024-04-29 18:26:37,,,,,,,,
2024-04-29 18:26:38,,,,,,,,
2024-04-29 18:26:39,,,,,,,,
2024-04-29 18:26:40,,,,,,,,
2024-04-29 18:26:41,,,,,,,,
2024-04-29 18:26:42,,,,,,,,
2024-04-29 18:26:43,,,,,,,,
2024-04-29 18:26:44,,,,,,,,
2024-04-29 18:26:45,,,,,,,,
2024-04-29 18:26:46,,,,,,,,
2024-04-29 18:26:47,,,,,,,,
2024-04-29 18:26:48,,,,,,,,
2024-04-29 18:26:49,,,,,,,,
2024-04-29 18:26:50,,,,,,,,
2024-04-29 18:26:51,,,,,,,,
2024-04-29 18:26:52,,,,,,,,
2024-04-29 18:26:53,,,,,,,,
2024-04-29 18:26:54,,,,,,,,
2024-04-29 18:26:55,,,,,,,,
2024-04-29 18:26:56,,,,,,,,
2024-04-29 18:26:57,,,,,,,,
2024-04-29 18:26:58,,,,,,,,
2024-04-29 18:26:59,,,,,,,,
2024-04-29 18:27:00,,,,,,,,
2024-04-29 18:27:01,,,,,,,,
2024-04-29 18:27:02,,,,,,,,
2024-04-29 18:27:03,,,,,,,,
2024-04-29 18:27:04,,,,,,,,
2024-04-29 18:27:05,,,,,,,,
2024-04-29 18:27:06,,,,,,,,
2024-04-29 18:27:07,,,,,,,,
2024-04-29 18:27:08,,,,,,,,
2024-04-29 18:27:09,,,,,,,,
2024-04-29 18:27:10,,,,,,,,
2024-04-29 18:27:11,,,,,,,,
2024-04-29 18:27:12,,,,,,,,
2024-04-29 18:27:13,,,,,,,,
2024-04-29 18:27:14,,,,,,,,
2024-04-29 18:27:15,,,,,,,,
2024-04-29 18:27:16,,,,,,,,
2024-04-29 18:27:17,,,,,,,,
2024-04-29 18:27:18,,,,,,,,
2024-04-29 18:27:19,,,,,,,,
2024-04-29 18:27:20,,,,,,,,
2024-04-29 18:27:21,,,,,,,,
2024-04-29 18:27:22,,,,,,,,
2024-04-29 18:27:23,,,,,,,,
2024-04-29 18:27:24,,,,,,,,
2024-04-29 18:27:25,,,,,,,,
2024-04-29 18:27:26,,,,,,,,
2024-04-29 18:27:27,,,,,,,,
2024-04-29 18:27:28,,,,,,,,
2024-04-29 18:27:29,,,,,,,,
2024-04-29 18:27:30,,,,,,,,
2024-04-29 18:27:31,,,,,,,,
2024-04-29 18:27:32,,,,,,,,
2024-04-29 18:27:33,,,,,,,,
2024-04-29 18:27:34,,,,,,,,
2024-04-29 18:27:35,,,,,,,,
2024-04-29 18:27:36,,,,,,,,
2024-04-29 18:27:37,,,,,,,,
2024-04-29 18:27:38,,,,,,,,
2024-04-29 18:27:39,,,,,,,,
2024-04-29 18:27:40,,,,,,,,
2024-04-29 18:27:41,,,,,,,,
2024-04-29 18:27:42,,,,,,,,
2024-04-29 18:27:43,,,,,,,,
2024-04-29 18:27:44,,,,,,,,
2024-04-29 18:27:45,,,,,,,,
2024-04-29 18:27:46,,,,,,,,
2024-04-29 18:27:47,,,,,,,,
2024-04-29 18:27:48,,,,,,,,
2024-04-29 18:27:49,,,,,,,,
2024-04-29 18:27:50,,,,,,,,
2024-04-29 18:27:51,,,,,,,,
2024-04-29 18:27:52,,,,,,,,
2024-04-29 18:27:53,,,,,,,,
2024-04-29 18:27:54,,,,,,,,
2024-04-29 18:27:55,,,,,,,,
2024-04-29 18:27:56,,,,,,,,
2024-04-29 18:27:57,,,,,,,,
2024-04-29 18:27:58,,,,,,,,
2024-04-29 18:27:59,,,,,,,,
2024-04-29 18:28:00,,,,,,,,
2024-04-29 18:28:01,,,,,,,,
2024-04-29 18:28:02,,,,,,,,
2024-04-29 18:28:03,,,,,,,,
2024-04-29 18:28:04,,,,,,,,
2024-04-29 18:28:05,,,,,,,,
2024-04-29 18:28:06,,,,,,,,
2024-04-29 18:28:07,,,,,,,,
2024-04-29 18:28:08,,,,,,,,
2024-04-29 18:28:09,,,,,,,,
2024-04-29 18:28:10,,,,,,,,
2024-04-29 18:28:11,,,,,,,,
2024-04-29 18:28:12,,,,,,,,
2024-04-29 18:28:13,,,,,,,,
2024-04-29 18:28:14,,,,,,,,
2024-04-29 18:28:15,,,,,,,,
2024-04-29 18:28:16,,,,,,,,
2024-04-29 18:28:17,,,,,,,,
2024-04-29 18:28:18,,,,,,,,
2024-04-29 18:28:19,,,,,,,,
2024-04-29 18:28:20,,,,,,,,
2024-04-29 18:28:21,,,,,,,,
2024-04-29 18:28:22,,,,,,,,
2024-04-29 18:28:23,,,,,,,,
2024-04-29 18:28:24,,,,,,,,
2024-04-29 18:28:25,,,,,,,,
2024-04-29 18:28:26,,,,,,,,
2024-04-29 18:28:27,,,,,,,,
2024-04-29 18:28:28,,,,,,,,
2024-04-29 18:28:29,,,,,,,,
2024-04-29 18:28:30,,,,,,,,
2024-04-29 18:28:31,,,,,,,,
2024-04-29 18:28:32,,,,,,,,
2024-04-29 18:28:33,,,,,,,,
2024-04-29 18:28:34,,,,,,,,
2024-04-29 18:28:35,,,,,,,,
2024-04-29 18:28:36,,,,,,,,
2024-04-29 18:28:37,,,,,,,,
2024-04-29 18:28:38,,,,,,,,
2024-04-29 18:28:39,,,,,,,,
2024-04-29 18:28:40,,,,,,,,
2024-04-29 18:28:41,,,,,,,,
2024-04-29 18:28:42,,,,,,,,
2024-04-29 18:28:43,,,,,,,,
2024-04-29 18:28:44,,,,,,,,
2024-04-29 18:28:45,,,,,,,,
2024-04-29 18:28:46,,,,,,,,
2024-04-29 18:28:47,,,,,,,,
2024-04-29 18:28:48,,,,,,,,
2024-04-29 18:28:49,,,,,,,,
2024-04-29 18:28:50,,,,,,,,
2024-04-29 18:28:51,,,,,,,,
2024-04-29 18:28:52,,,,,,,,
2024-04-29 18:28:53,,,,,,,,
2024-04-29 18:28:54,,,,,,,,
2024-04-29 18:28:55,,,,,,,,
2024-04-29 18:28:56,,,,,,,,
2024-04-29 18:28:57,,,,,,,,
2024-04-29 18:28:58,,,,,,,,
2024-04-29 18:28:59,,,,,,,,
2024-04-29 18:29:00,,,,,,,,
2024-04-29 18:29:01,,,,,,,,
2024-04-29 18:29:02,,,,,,,,
2024-04-29 18:29:03,,,,,,,,
2024-04-29 18:29:04,,,,,,,,
2024-04-29 18:29:05,,,,,,,,
2024-04-29 18:29:06,,,,,,,,
2024-04-29 18:29:07,,,,,,,,
2024-04-29 18:29:08,,,,,,,,
2024-04-29 18:29:09,,,,,,,,
2024-04-29 18:29:10,,,,,,,,
2024-04-29 18:29:11,,,,,,,,
2024-04-29 18:29:12,,,,,,,,
2024-04-29 18:29:13,,,,,,,,
2024-04-29 18:29:14,,,,,,,,
2024-04-29 18:29:15,,,,,,,,
2024-04-29 18:29:16,,,,,,,,
2024-04-29 18:29:17,,,,,,,,
2024-04-29 18:29:18,,,,,,,,
2024-04-29 18:29:19,,,,,,,,
2024-04-29 18:29:20,,,,,,,,
2024-04-29 18:29:21,,,,,,,,
2024-04-29 18:29:22,,,,,,,,
2024-04-29 18:29:23,,,,,,,,
2024-04-29 18:29:24,,,,,,,,
2024-04-29 18:29:25,,,,,,,,
2024-04-29 18:29:26,,,,,,,,
2024-04-29 18:29:27,,,,,,,,
2024-04-29 18:29:28,,,,,,,,
2024-04-29 18:29:29,,,,,,,,
2024-04-29 18:29:30,,,,,,,,
2024-04-29 18:29:31,,,,,,,,
2024-04-29 18:29:32,,,,,,,,
2024-04-29 18:29:33,,,,,,,,
2024-04-29 18:29:34,,,,,,,,
2024-04-29 18:29:35,,,,,,,,
2024-04-29 18:29:36,,,,,,,,
2024-04-29 18:29:37,,,,,,,,
2024-04-29 18:29:38,,,,,,,,
2024-04-29 18:29:39,,,,,,,,
2024-04-29 18:29:40,,,,,,,,
2024-04-29 18:29:41,,,,,,,,
2024-04-29 18:29:42,,,,,,,,
2024-04-29 18:29:43,,,,,,,,
2024-04-29 18:29:44,,,,,,,,
2024-04-29 18:29:45,,,,,,,,
2024-04-29 18:29:46,,,,,,,,
2024-04-29 18:29:47,,,,,,,,
2024-04-29 18:29:48,,,,,,,,
2024-04-29 18:29:49,,,,,,,,
2024-04-29 18:29:50,,,,,,,,
2024-04-29 18:29:51,,,,,,,,
2024-04-29 18:29:52,,,,,,,,
2024-04-29 18:29:53,,,,,,,,
2024-04-29 18:29:54,,,,,,,,
2024-04-29 18:29:55,,,,,,,,
2024-04-29 18:29:56,,,,,,,,
2024-04-29 18:29:57,,,,,,,,
2024-04-29 18:29:58,,,,,,,,
2024-04-29 18:29:59,,,,,,,,
2024-04-29 18:30:00,,,,,,,,
2024-04-29 18:30:01,,,,,,,,
2024-04-29 18:30:02,,,,,,,,
2024-04-29 18:30:03,,,,,,,,
2024-04-29 18:30:04,,,,,,,,
2024-04-29 18:30:05,,,,,,,,
2024-04-29 18:30:06,,,,,,,,
2024-04-29 18:30:07,,,,,,,,
2024-04-29 18:30:08,,,,,,,,
2024-04-29 18:30:09,,,,,,,,
2024-04-29 18:30:10,,,,,,,,
2024-04-29 18:30:11,,,,,,,,
