"Time","JIT","AOT"
2024-04-29 23:21:36,,3.50 ms
2024-04-29 23:21:38,,5.47 ms
2024-04-29 23:21:40,,2.84 ms
2024-04-29 23:21:42,,3.56 ms
2024-04-29 23:21:44,,3.52 ms
2024-04-29 23:21:46,,5.18 ms
2024-04-29 23:21:48,,5.55 ms
2024-04-29 23:21:50,,3.97 ms
2024-04-29 23:21:52,,2.68 ms
2024-04-29 23:21:54,,5.73 ms
2024-04-29 23:21:56,,4.52 ms
2024-04-29 23:21:58,,2.90 ms
2024-04-29 23:22:00,,
2024-04-29 23:22:02,,
2024-04-29 23:22:04,,
2024-04-29 23:22:06,,
2024-04-29 23:22:08,,
2024-04-29 23:22:10,,
2024-04-29 23:22:12,,
2024-04-29 23:22:14,,
2024-04-29 23:22:16,,
2024-04-29 23:22:18,,
2024-04-29 23:22:20,,
2024-04-29 23:22:22,,
2024-04-29 23:22:24,,
2024-04-29 23:22:26,,
2024-04-29 23:22:28,,
2024-04-29 23:22:30,,
2024-04-29 23:22:32,,
2024-04-29 23:22:34,,
2024-04-29 23:22:36,,
2024-04-29 23:22:38,,
2024-04-29 23:22:40,,
2024-04-29 23:22:42,,
2024-04-29 23:22:44,,
2024-04-29 23:22:46,,
2024-04-29 23:22:48,,
2024-04-29 23:22:50,,
2024-04-29 23:22:52,,
2024-04-29 23:22:54,,
2024-04-29 23:22:56,,
2024-04-29 23:22:58,,
2024-04-29 23:23:00,,
2024-04-29 23:23:02,,
2024-04-29 23:23:04,,
2024-04-29 23:23:06,,
2024-04-29 23:23:08,,
2024-04-29 23:23:10,,
2024-04-29 23:23:12,,
2024-04-29 23:23:14,,
2024-04-29 23:23:16,,
2024-04-29 23:23:18,,
2024-04-29 23:23:20,,
2024-04-29 23:23:22,,
2024-04-29 23:23:24,,
2024-04-29 23:23:26,,
2024-04-29 23:23:28,,
2024-04-29 23:23:30,,
2024-04-29 23:23:32,,
2024-04-29 23:23:34,,
2024-04-29 23:23:36,,
2024-04-29 23:23:38,,
2024-04-29 23:23:40,,
2024-04-29 23:23:42,,
2024-04-29 23:23:44,,
2024-04-29 23:23:46,,
2024-04-29 23:23:48,,
2024-04-29 23:23:50,,
2024-04-29 23:23:52,,
2024-04-29 23:23:54,,
2024-04-29 23:23:56,,
2024-04-29 23:23:58,,
2024-04-29 23:24:00,,
2024-04-29 23:24:02,,
2024-04-29 23:24:04,,
2024-04-29 23:24:06,,
2024-04-29 23:24:08,,
2024-04-29 23:24:10,,
2024-04-29 23:24:12,,
2024-04-29 23:24:14,,
2024-04-29 23:24:16,,
2024-04-29 23:24:18,,
2024-04-29 23:24:20,,
2024-04-29 23:24:22,,
2024-04-29 23:24:24,,
2024-04-29 23:24:26,,
2024-04-29 23:24:28,,
2024-04-29 23:24:30,,
2024-04-29 23:24:32,,
2024-04-29 23:24:34,,
2024-04-29 23:24:36,,
2024-04-29 23:24:38,,
2024-04-29 23:24:40,,
2024-04-29 23:24:42,,
2024-04-29 23:24:44,,
2024-04-29 23:24:46,,
2024-04-29 23:24:48,,
2024-04-29 23:24:50,,
2024-04-29 23:24:52,,
2024-04-29 23:24:54,,
2024-04-29 23:24:56,,
2024-04-29 23:24:58,,
2024-04-29 23:25:00,,
2024-04-29 23:25:02,,
2024-04-29 23:25:04,,
2024-04-29 23:25:06,,
2024-04-29 23:25:08,,
2024-04-29 23:25:10,,
2024-04-29 23:25:12,,
2024-04-29 23:25:14,,
2024-04-29 23:25:16,,
2024-04-29 23:25:18,,
2024-04-29 23:25:20,,
2024-04-29 23:25:22,,
2024-04-29 23:25:24,,
2024-04-29 23:25:26,,
2024-04-29 23:25:28,,
2024-04-29 23:25:30,,
2024-04-29 23:25:32,,
2024-04-29 23:25:34,,
2024-04-29 23:25:36,,
2024-04-29 23:25:38,,
2024-04-29 23:25:40,,
2024-04-29 23:25:42,,
2024-04-29 23:25:44,,
2024-04-29 23:25:46,,
2024-04-29 23:25:48,,
2024-04-29 23:25:50,,
2024-04-29 23:25:52,,
2024-04-29 23:25:54,,
2024-04-29 23:25:56,,
2024-04-29 23:25:58,,
2024-04-29 23:26:00,,
2024-04-29 23:26:02,,
2024-04-29 23:26:04,,
2024-04-29 23:26:06,,
2024-04-29 23:26:08,,
2024-04-29 23:26:10,,
2024-04-29 23:26:12,,
2024-04-29 23:26:14,,
2024-04-29 23:26:16,,
2024-04-29 23:26:18,,
2024-04-29 23:26:20,,
2024-04-29 23:26:22,,
2024-04-29 23:26:24,,
2024-04-29 23:26:26,,
2024-04-29 23:26:28,,
2024-04-29 23:26:30,,
2024-04-29 23:26:32,,
2024-04-29 23:26:34,,
2024-04-29 23:26:36,,
2024-04-29 23:26:38,,
2024-04-29 23:26:40,,
2024-04-29 23:26:42,,
2024-04-29 23:26:44,,
2024-04-29 23:26:46,,
2024-04-29 23:26:48,,
2024-04-29 23:26:50,,
2024-04-29 23:26:52,,
2024-04-29 23:26:54,,
2024-04-29 23:26:56,,
2024-04-29 23:26:58,,
2024-04-29 23:27:00,,
2024-04-29 23:27:02,,
2024-04-29 23:27:04,,
2024-04-29 23:27:06,,
2024-04-29 23:27:08,,
2024-04-29 23:27:10,,
2024-04-29 23:27:12,,
2024-04-29 23:27:14,,
2024-04-29 23:27:16,,
2024-04-29 23:27:18,,
2024-04-29 23:27:20,,
2024-04-29 23:27:22,,
2024-04-29 23:27:24,,
2024-04-29 23:27:26,,
2024-04-29 23:27:28,,
2024-04-29 23:27:30,,
2024-04-29 23:27:32,,
2024-04-29 23:27:34,,
2024-04-29 23:27:36,,
2024-04-29 23:27:38,,
2024-04-29 23:27:40,,
2024-04-29 23:27:42,,
2024-04-29 23:27:44,,
2024-04-29 23:27:46,,
2024-04-29 23:27:48,,
2024-04-29 23:27:50,,
2024-04-29 23:27:52,,
2024-04-29 23:27:54,,
2024-04-29 23:27:56,,
2024-04-29 23:27:58,,
2024-04-29 23:28:00,,
2024-04-29 23:28:02,,
2024-04-29 23:28:04,,
2024-04-29 23:28:06,,
2024-04-29 23:28:08,,
2024-04-29 23:28:10,,
2024-04-29 23:28:12,,
2024-04-29 23:28:14,,
2024-04-29 23:28:16,,
2024-04-29 23:28:18,,
2024-04-29 23:28:20,,
2024-04-29 23:28:22,,
2024-04-29 23:28:24,,
2024-04-29 23:28:26,,
2024-04-29 23:28:28,,
2024-04-29 23:28:30,,
2024-04-29 23:28:32,,
2024-04-29 23:28:34,,
2024-04-29 23:28:36,,
2024-04-29 23:28:38,,
2024-04-29 23:28:40,,
2024-04-29 23:28:42,,
2024-04-29 23:28:44,,
2024-04-29 23:28:46,,
2024-04-29 23:28:48,,
2024-04-29 23:28:50,,
2024-04-29 23:28:52,,
2024-04-29 23:28:54,,
2024-04-29 23:28:56,,
2024-04-29 23:28:58,,
2024-04-29 23:29:00,,
2024-04-29 23:29:02,,
2024-04-29 23:29:04,,
2024-04-29 23:29:06,,
2024-04-29 23:29:08,,
2024-04-29 23:29:10,,
2024-04-29 23:29:12,,
2024-04-29 23:29:14,,
2024-04-29 23:29:16,,
2024-04-29 23:29:18,,
2024-04-29 23:29:20,,
2024-04-29 23:29:22,,
2024-04-29 23:29:24,,
2024-04-29 23:29:26,,
2024-04-29 23:29:28,,
2024-04-29 23:29:30,,
2024-04-29 23:29:32,,
2024-04-29 23:29:34,,
2024-04-29 23:29:36,,
2024-04-29 23:29:38,,
2024-04-29 23:29:40,,
2024-04-29 23:29:42,,
2024-04-29 23:29:44,,
2024-04-29 23:29:46,,
2024-04-29 23:29:48,,
2024-04-29 23:29:50,,
2024-04-29 23:29:52,,
2024-04-29 23:29:54,,
2024-04-29 23:29:56,,
2024-04-29 23:29:58,,
2024-04-29 23:30:00,,
